 trial	counterbalance	trialType	trialID	cond	audio	target_pic	target_contrast_good	target_contrast_bad	big_filler	small_filler
180	l1	filler	filler60	semantic_contrast	tire_narrow.wav	tire_narrow.jpg	tire_wide.jpg	wetsuit.jpg	playpen_big.jpg	toytrain_small.jpg
181	l1	filler	filler61	contrast_control	stapler.wav	stapler_big.jpg	lacrosse_small.jpg	stapler_small.jpg	broom_big.jpg	broom_small.jpg
182	l1	filler	filler62	contrast_control	cake.wav	cake_small.jpg	speaker_big.jpg	cake_big.jpg	candleholder_big.jpg	candleholder_small.jpg
183	l1	filler	filler63	contrast_control	muffin.wav	muffin_big.jpg	palette_small.jpg	muffin_small.jpg	goose_big.jpg	goose_small.jpg
184	l1	filler	filler64	contrast_control	teapot.wav	teapot_small.jpg	funnel_big.jpg	teapot_big.jpg	burger_big.jpg	burger_small.jpg
185	l1	filler	filler65	contrast_control	helmet.wav	helmet_big.jpg	cables_small.jpg	helmet_small.jpg	chick_big.jpg	chick_small.jpg
186	l1	filler	filler66	contrast_control	shovel.wav	shovel_small.jpg	veggieplatter_big.jpg	shovel_big.jpg	icecreambar_big.jpg	icecreambar_small.jpg
187	l1	filler	filler67	contrast_control	piano.wav	piano_big.jpg	paperclips_small.jpg	piano_small.jpg	coconut_big.jpg	coconut_small.jpg
188	l1	filler	filler68	contrast_control	pizza.wav	pizza_small.jpg	blackspaceship_big.jpg	pizza_big.jpg	cougar_big.jpg	cougar_small.jpg
189	l1	filler	filler69	contrast_control	soap.wav	soap_big.jpg	sportsbag_small.jpg	soap_small.jpg	croissant_big.jpg	croissant_small.jpg
190	l1	filler	filler70	contrast_control	trophy.wav	trophy_small.jpg	toyfarm_big.jpg	trophy_big.jpg	pearls_big.jpg	pearls_small.jpg
191	l1	filler	filler71	contrast_control	dinosaur.wav	dinosaur_big.jpg	screwdriver_small.jpg	dinosaur_small.jpg	dalmatian_big.jpg	dalmatian_small.jpg
192	l1	filler	filler72	contrast_control	recliner.wav	recliner_small.jpg	shapestoy_big.jpg	recliner_big.jpg	faucet_big.jpg	faucet_small.jpg
193	l1	filler	filler73	contrast_control	mug.wav	mug_big.jpg	compass_small.jpg	mug_small.jpg	floppy_big.jpg	floppy_small.jpg
194	l1	filler	filler74	contrast_control	lime.wav	lime_small.jpg	milkshake_big.jpg	lime_big.jpg	frog_big.jpg	frog_small.jpg
195	l1	filler	filler75	contrast_control	microwave.wav	microwave_big.jpg	wavevase_small.jpg	microwave_small.jpg	gardeningpail_big.jpg	gardeningpail_small.jpg
196	l1	filler	filler76	contrast_control	bucket.wav	bucket_small.jpg	ladybug_big.jpg	bucket_big.jpg	hourglass_big.jpg	hourglass_small.jpg
197	l1	filler	filler77	contrast_control	scissors.wav	scissors_big.jpg	toyoctopus_small.jpg	scissors_small.jpg	jacket_big.jpg	jacket_small.jpg
198	l1	filler	filler78	contrast_control	sneaker.wav	sneaker_small.jpg	orangephone_big.jpg	sneaker_big.jpg	jetski_big.jpg	jetski_small.jpg
199	l1	filler	filler79	contrast_control	sponge.wav	sponge_big.jpg	shears_small.jpg	sponge_small.jpg	ostrich_big.jpg	ostrich_small.jpg
200	l1	filler	filler80	contrast_control	tissues.wav	tissues_small.jpg	bagpipes_big.jpg	tissues_big.jpg	pancakes_big.jpg	pancakes_small.jpg
201	l1	filler	filler81	contrast_control	cork.wav	cork_big.jpg	toolbox_small.jpg	cork_small.jpg	pineapple_big.jpg	pineapple_small.jpg
202	l1	filler	filler82	contrast_control	dolphin.wav	dolphin_small.jpg	magnifyingglass_big.jpg	dolphin_big.jpg	pingpong_big.jpg	pingpong_small.jpg
203	l1	filler	filler83	contrast_control	bone.wav	bone_big.jpg	pinkdice_small.jpg	bone_small.jpg	puppy_big.jpg	puppy_small.jpg
204	l1	filler	filler84	contrast_control	pillow.wav	pillow_small.jpg	oars_big.jpg	pillow_big.jpg	redrose_big.jpg	redrose_small.jpg
205	l1	filler	filler85	contrast_control	cane.wav	cane_big.jpg	stampset_small.jpg	cane_small.jpg	scarf_big.jpg	scarf_small.jpg
206	l1	filler	filler86	contrast_control	nest.wav	nest_small.jpg	victrola_big.jpg	nest_big.jpg	sewingmachine_big.jpg	sewingmachine_small.jpg
207	l1	filler	filler87	contrast_control	barrel.wav	barrel_big.jpg	xylophone_small.jpg	barrel_small.jpg	sandwich_big.jpg	sandwich_small.jpg
208	l1	filler	filler88	contrast_control	cone.wav	cone_small.jpg	stroller_big.jpg	cone_big.jpg	sushi_big.jpg	sushi_small.jpg
209	l1	filler	filler89	contrast_control	basket.wav	basket_big.jpg	toyhammer_small.jpg	basket_small.jpg	tambourine_big.jpg	tambourine_small.jpg
210	l1	filler	filler90	contrast_control	microscope.wav	microscope_small.jpg	plastichouse_big.jpg	microscope_big.jpg	artichoke_big.jpg	artichoke_small.jpg
211	l1	filler	filler91	contrast_control	suitcase.wav	suitcase_big.jpg	candyapple_small.jpg	suitcase_small.jpg	beaver_big.jpg	beaver_small.jpg
212	l1	filler	filler92	contrast_control	baseballglove.wav	baseballglove_small.jpg	africanmask_big.jpg	baseballglove_big.jpg	candle_big.jpg	candle_small.jpg
213	l1	filler	filler93	contrast_control	bill.wav	bill_big.jpg	babycup_small.jpg	bill_small.jpg	anchor_big.jpg	anchor_small.jpg
214	l1	filler	filler94	contrast_control	fridge.wav	fridge_small.jpg	groceries_big.jpg	fridge_big.jpg	beaker_big.jpg	beaker_small.jpg
215	l1	filler	filler95	contrast_control	laptop.wav	laptop_big.jpg	hay_small.jpg	laptop_small.jpg	fishingpole_big.jpg	fishingpole_small.jpg
216	l1	filler	filler96	contrast_control	pie.wav	pie_small.jpg	bandage_big.jpg	pie_big.jpg	globe_big.jpg	globe_small.jpg
217	l1	filler	filler97	contrast_control	tape.wav	tape_big.jpg	cookiecutter_small.jpg	tape_small.jpg	rollingpin_big.jpg	rollingpin_small.jpg
218	l1	filler	filler98	contrast_control	flag.wav	flag_small.jpg	pooltable_big.jpg	flag_big.jpg	carseat_big.jpg	carseat_small.jpg
219	l1	filler	filler99	contrast_control	desk.wav	desk_big.jpg	bowlofoatmeal_small.jpg	desk_small.jpg	crown_big.jpg	crown_small.jpg
220	l1	filler	filler100	contrast_control	microphone.wav	microphone_small.jpg	brochette_big.jpg	microphone_big.jpg	gong_big.jpg	gong_small.jpg
221	l1	filler	filler101	contrast_control	panda.wav	panda_big.jpg	brooch_small.jpg	panda_small.jpg	hookah_big.jpg	hookah_small.jpg
222	l1	filler	filler102	contrast_control	brain.wav	brain_small.jpg	candycanes_big.jpg	brain_big.jpg	lightbulb_big.jpg	lightbulb_small.jpg
223	l1	filler	filler103	contrast_control	gun.wav	gun_big.jpg	bush_small.jpg	gun_small.jpg	stove_big.jpg	stove_small.jpg
224	l1	filler	filler104	contrast_control	stoplight.wav	stoplight_small.jpg	chess_big.jpg	stoplight_big.jpg	wheelchair_big.jpg	wheelchair_small.jpg
225	l1	filler	filler105	contrast_control	lizard.wav	lizard_big.jpg	chowchow_small.jpg	lizard_small.jpg	accordion_big.jpg	accordion_small.jpg
226	l1	filler	filler106	contrast_control	grill.wav	grill_small.jpg	clog_big.jpg	grill_big.jpg	washer_big.jpg	washer_small.jpg
227	l1	filler	filler107	contrast_control	beermug.wav	beermug_big.jpg	conch_small.jpg	beermug_small.jpg	tractor_big.jpg	tractor_small.jpg
228	l1	filler	filler108	contrast_control	bed.wav	bed_small.jpg	coral_big.jpg	bed_big.jpg	alligator_big.jpg	alligator_small.jpg
229	l1	filler	filler109	contrast_control	caterpillar.wav	caterpillar_big.jpg	crane_small.jpg	caterpillar_small.jpg	panflute_big.jpg	panflute_small.jpg
230	l1	filler	filler110	contrast_control	dart.wav	dart_small.jpg	creamer_big.jpg	dart_big.jpg	yoyo_big.jpg	yoyo_small.jpg
231	l1	filler	filler111	contrast_control	deer.wav	deer_big.jpg	cushion_small.jpg	deer_small.jpg	molecule_big.jpg	molecule_small.jpg
232	l1	filler	filler112	contrast_control	doll.wav	doll_small.jpg	ring_big.jpg	doll_big.jpg	rollerblades_big.jpg	rollerblades_small.jpg
233	l1	filler	filler113	contrast_control	firealarm.wav	firealarm_big.jpg	leash_small.jpg	firealarm_small.jpg	iguana_big.jpg	iguana_small.jpg
234	l1	filler	filler114	contrast_control	fountain.wav	fountain_small.jpg	eiffeltower_big.jpg	fountain_big.jpg	fireextinguisher_big.jpg	fireextinguisher_small.jpg
235	l1	filler	filler115	contrast_control	frenchfries.wav	frenchfries_big.jpg	blender_small.jpg	frenchfries_small.jpg	hairclip_big.jpg	hairclip_small.jpg
236	l1	filler	filler116	contrast_control	graduationhat.wav	graduationhat_small.jpg	footstool_big.jpg	graduationhat_big.jpg	cannoli_big.jpg	cannoli_small.jpg
237	l1	filler	filler117	contrast_control	hippo.wav	hippo_big.jpg	firepants_small.jpg	hippo_small.jpg	broccoli_big.jpg	broccoli_small.jpg
238	l1	filler	filler118	contrast_control	kangaroo.wav	kangaroo_small.jpg	ghost_big.jpg	kangaroo_big.jpg	wreath_big.jpg	wreath_small.jpg
239	l1	filler	filler119	contrast_control	kiwi.wav	kiwi_big.jpg	tote_small.jpg	kiwi_small.jpg	windmill_big.jpg	windmill_small.jpg
240	l1	filler	filler120	contrast_control	lion.wav	lion_small.jpg	harmonica_big.jpg	lion_big.jpg	tennisball_big.jpg	tennisball_small.jpg
241	l1	filler	filler121	semantic_control	button.wav	button_big.jpg	congadrum_small.jpg	button_small.jpg	coffeemaker_orange.jpg	coffeemaker_blue.jpg
242	l1	filler	filler122	semantic_control	eggs.wav	eggs_small.jpg	pinata_big.jpg	eggs_big.jpg	parfait_stemglass.jpg	parfait_cup.jpg
243	l1	filler	filler123	semantic_control	blackboard.wav	blackboard_big.jpg	horseshoe_small.jpg	blackboard_small.jpg	plant_largeleaves.jpg	plant_smallleaves.jpg
244	l1	filler	filler124	semantic_control	axe.wav	axe_small.jpg	turkey_big.jpg	axe_big.jpg	mailbox_farm.jpg	mailbox_green.jpg
245	l1	filler	filler125	semantic_control	bathtub.wav	bathtub_big.jpg	huntingvest_small.jpg	bathtub_small.jpg	garbage_yellow.jpg	garbage_blue.jpg
246	l1	filler	filler126	semantic_control	castle.wav	castle_small.jpg	weddingcake_big.jpg	castle_big.jpg	aabacus_four.jpg	aabacus_ten.jpg
247	l1	filler	filler127	semantic_control	champagne.wav	champagne_big.jpg	jar_small.jpg	champagne_small.jpg	convertible_closed.jpg	convertible_open.jpg
248	l1	filler	filler128	semantic_control	crib.wav	crib_small.jpg	bootie_big.jpg	crib_big.jpg	laundrybasket_red.jpg	laundrybasket_white.jpg
249	l1	filler	filler129	semantic_control	cucumber.wav	cucumber_big.jpg	joystick_small.jpg	cucumber_small.jpg	pacifier_red.jpg	pacifier_blue.jpg
250	l1	filler	filler130	semantic_control	horse.wav	horse_small.jpg	bobcat_big.jpg	horse_big.jpg	legoman_cult.jpg	legoman_sailor.jpg
251	l1	filler	filler131	semantic_control	hawk.wav	hawk_big.jpg	redkettle_small.jpg	hawk_small.jpg	scroll_writing.jpg	scroll_blank.jpg
252	l1	filler	filler132	semantic_control	kazoo.wav	kazoo_small.jpg	babyswing_big.jpg	kazoo_big.jpg	spraybottle_orange.jpg	spraybottle_blue.jpg
253	l1	filler	filler133	semantic_control	keyboard.wav	keyboard_big.jpg	kitchentimer_small.jpg	keyboard_small.jpg	sushi_salmon.jpg	sushi_nigiri.jpg
254	l1	filler	filler134	semantic_control	lighthouse.wav	lighthouse_small.jpg	batteries_big.jpg	lighthouse_big.jpg	measuringtape_black.jpg	measuringtape_orange.jpg
255	l1	filler	filler135	semantic_control	spoon.wav	spoon_big.jpg	lemur_small.jpg	spoon_small.jpg	perfume_tall.jpg	perfume_short.jpg
256	l1	filler	filler136	semantic_control	radish.wav	radish_small.jpg	bikewithbasket_big.jpg	radish_big.jpg	pill_hard.jpg	pill_capsule.jpg
257	l1	filler	filler137	semantic_control	slide.wav	slide_big.jpg	leopard_small.jpg	slide_small.jpg	quilt_blue.jpg	quilt_brown.jpg
258	l1	filler	filler138	semantic_control	snowflake.wav	snowflake_small.jpg	brusselsprout_big.jpg	snowflake_big.jpg	spicerack_rectangle.jpg	spicerack_shelves.jpg
259	l1	filler	filler139	semantic_control	teepee.wav	teepee_big.jpg	manatee_small.jpg	teepee_small.jpg	wheelbarrow_blue.jpg	wheelbarrow_red.jpg
260	l1	filler	filler140	semantic_control	scrunchie.wav	scrunchie_small.jpg	celery_big.jpg	scrunchie_big.jpg	hawaiianshirt_red.jpg	hawaiianshirt_blue.jpg
261	l1	filler	filler141	semantic_control	pinecone.wav	pinecone_big.jpg	measuringcups_small.jpg	pinecone_small.jpg	sword_fantasy.jpg	sword_thin.jpg
262	l1	filler	filler142	semantic_control	potato.wav	potato_small.jpg	dustpan_big.jpg	potato_big.jpg	duck_camo.jpg	duck_zebra.jpg
263	l1	filler	filler143	semantic_control	origami.wav	origami_big.jpg	meat_small.jpg	origami_small.jpg	register_new.jpg	register_old.jpg
264	l1	filler	filler144	semantic_control	motorcycle.wav	motorcycle_small.jpg	fortunecookie_big.jpg	motorcycle_big.jpg	seal_red.jpg	seal_green.jpg
265	l1	filler	filler145	semantic_control	train.wav	train_big.jpg	thermometer_small.jpg	train_small.jpg	babywalker_blue.jpg	babywalker_yellow.jpg
266	l1	filler	filler146	semantic_control	bowlingball.wav	bowlingball_small.jpg	helicopter_big.jpg	bowlingball_big.jpg	neckpillow_pink.jpg	neckpillow_purple.jpg
267	l1	filler	filler147	semantic_control	gumballmachine.wav	gumballmachine_big.jpg	paintroller_small.jpg	gumballmachine_small.jpg	duster_pink.jpg	duster_turquoise.jpg
268	l1	filler	filler148	semantic_control	garlic.wav	garlic_small.jpg	tank_big.jpg	garlic_big.jpg	cassette_black.jpg	cassette_white.jpg
269	l1	filler	filler149	semantic_control	greenbean.wav	greenbean_big.jpg	pepperoni_small.jpg	greenbean_small.jpg	opener_metal.jpg	opener_wood.jpg
270	l1	filler	filler150	semantic_control	tank.wav	tank_small.jpg	kimono_big.jpg	tank_big.jpg	string_jute.jpg	string_white.jpg
271	l1	filler	filler151	semantic_control	bananas.wav	bananas_big.jpg	nailpolish_small.jpg	bananas_small.jpg	filingcabinet_black.jpg	filingcabinet_gray.jpg
272	l1	filler	filler152	semantic_control	wagon.wav	wagon_small.jpg	turnip_big.jpg	wagon_big.jpg	tricycle_plastic.jpg	tricycle_red.jpg
273	l1	filler	filler153	semantic_control	cinnamonroll.wav	cinnamonroll_big.jpg	corndog_small.jpg	cinnamonroll_small.jpg	chips_stacked.jpg	chips_strewn.jpg
274	l1	filler	filler154	semantic_control	chocolatebar.wav	chocolatebar_small.jpg	scooter_big.jpg	chocolatebar_big.jpg	phone_antique.jpg	phone_modern.jpg
275	l1	filler	filler155	semantic_control	lollipops.wav	lollipops_big.jpg	pitchfork_small.jpg	lollipops_small.jpg	pen_green.jpg	pen_black.jpg
276	l1	filler	filler156	semantic_control	burrito.wav	burrito_small.jpg	seesaw_big.jpg	burrito_big.jpg	notebook_open.jpg	notebook_closed.jpg
277	l1	filler	filler157	semantic_control	bowtie.wav	bowtie_big.jpg	pomegranate_small.jpg	bowtie_small.jpg	kettle_silver.jpg	kettle_gold.jpg
278	l1	filler	filler158	semantic_control	blueberries.wav	blueberries_small.jpg	robe_big.jpg	blueberries_big.jpg	orangejuice_stemglass.jpg	orangejuice_tallglass.jpg
279	l1	filler	filler159	semantic_control	sock.wav	sock_big.jpg	redbean_small.jpg	sock_small.jpg	garlicpress_blue.jpg	garlicpress_red.jpg
280	l1	filler	filler160	semantic_control	glove.wav	glove_small.jpg	handcuffs_big.jpg	glove_big.jpg	pot_brass.jpg	pot_ceramic.jpg
281	l1	filler	filler161	semantic_control	window.wav	window_big.jpg	saddle_small.jpg	window_small.jpg	chips_single.jpg	chips_multiple.jpg
282	l1	filler	filler162	semantic_control	waffle.wav	waffle_small.jpg	exerciseball_big.jpg	waffle_big.jpg	pretzel_knot.jpg	pretzel_sticks.jpg
283	l1	filler	filler163	semantic_control	table.wav	table_big.jpg	jumprope_small.jpg	table_small.jpg	womansshoe_pair.jpg	womansshoe_single.jpg
284	l1	filler	filler164	semantic_control	sunflower.wav	sunflower_small.jpg	tweezers_big.jpg	sunflower_big.jpg	pumpkin_real.jpg	pumpkin_cookie.jpg
285	l1	filler	filler165	semantic_control	swan.wav	swan_big.jpg	skirt_small.jpg	swan_small.jpg	noisemaker_purple.jpg	noisemaker_green.jpg
286	l1	filler	filler166	semantic_control	stingray.wav	stingray_small.jpg	castanets_big.jpg	stingray_big.jpg	flower_lily.jpg	flower_dahlia.jpg
287	l1	filler	filler167	semantic_control	asparagus.wav	asparagus_big.jpg	thimble_small.jpg	asparagus_small.jpg	dress_roses.jpg	dress_flowers.jpg
288	l1	filler	filler168	semantic_control	sheep.wav	sheep_small.jpg	payphone_big.jpg	sheep_big.jpg	clock_cuckoo.jpg	clock_grandfather.jpg
289	l1	filler	filler169	semantic_control	telescope.wav	telescope_big.jpg	thermos_small.jpg	telescope_small.jpg	feather_gold.jpg	feather_blue.jpg
290	l1	filler	filler170	semantic_control	raspberry.wav	raspberry_small.jpg	measuringtape_big.jpg	raspberry_big.jpg	wallsconce_speckled.jpg	wallsconce_tassles.jpg
291	l1	filler	filler171	semantic_control	pig.wav	pig_big.jpg	toytrain_small.jpg	pig_small.jpg	vacuum_handheld.jpg	vacuum_standing.jpg
292	l1	filler	filler172	semantic_control	peanut.wav	peanut_small.jpg	birdcage_big.jpg	peanut_big.jpg	typewriter_old.jpg	typewriter_modern.jpg
293	l1	filler	filler173	semantic_control	partyhat.wav	partyhat_big.jpg	kooshball_small.jpg	partyhat_small.jpg	sleepingbag_plaid.jpg	sleepingbag_blue.jpg
294	l1	filler	filler174	semantic_control	parrot.wav	parrot_small.jpg	babybottle_big.jpg	parrot_big.jpg	skateboard_stripes.jpg	skateboard_checkers.jpg
295	l1	filler	filler175	semantic_control	pants.wav	pants_big.jpg	parsley_small.jpg	pants_small.jpg	robot_blue.jpg	robot_purple.jpg
296	l1	filler	filler176	semantic_control	package.wav	package_small.jpg	bloodymary_big.jpg	package_big.jpg	pasta_ravioli.jpg	pasta_spaghetti.jpg
297	l1	filler	filler177	semantic_control	ovenmit.wav	ovenmit_big.jpg	rockclimbingshoe_small.jpg	ovenmit_small.jpg	leatherman_purple.jpg	leatherman_yellow.jpg
298	l1	filler	filler178	semantic_control	nutcracker.wav	nutcracker_small.jpg	wrench_big.jpg	nutcracker_big.jpg	iceskates_figure.jpg	iceskates_hockey.jpg
299	l1	filler	filler179	semantic_control	musicsheet.wav	musicsheet_big.jpg	screw_small.jpg	musicsheet_small.jpg	birdhouse_onstand.jpg	birdhouse_plain.jpg
300	l1	filler	filler180	semantic_control	couch.wav	couch_small.jpg	cheeseplate_big.jpg	couch_big.jpg	glasses_tortoise.jpg	glasses_blue.jpg
